"model","run","conv","nit","gamma","C1","C2","kappa1","kappa2","epsilon","sigma_eta","sigma_xi","F_4xCO2"
"KACE-1-0-G","r1i1p1f1","TRUE","2897","1.96636162187528","6.88268848788069","98.1050230754567","0.774315613639607","0.750992364030694","1.24586085675238","0.358375615118268","0.736659856734136","8.08785982093459"
"AWI-CM-1-1-MR","r1i1p1f1","TRUE","3112","3.24758485605109","6.04157348364541","49.5325061594564","1.34807680646159","0.646336188366451","1.31231556875509","0.833609847785857","0.884049158899195","8.7141038558846"
"GISS-E2-2-G","r1i1p1f1","TRUE","3604","2.60144565568699","5.88111411234233","159.270857446594","1.58912210117824","0.716190173976808","0.914416133871547","0.57289038597898","0.799913561937757","7.44681078107745"
"GFDL-CM4","r1i1p1f1","TRUE","2353","2.71509997249909","5.36367631824951","81.2742639524764","1.00576428425065","0.690754730286896","1.81228988730516","0.956390257203359","0.709420528875488","9.03496265291491"
"BCC-CSM2-MR","r1i1p1f1","TRUE","2170","2.23561923662704","6.97387399857949","65.4568542736287","1.14137352134644","0.750709745091036","1.20801461628681","0.542345586549328","0.560526386274146","7.03667863506696"
"CNRM-ESM2-1","r1i1p1f2","TRUE","2644","5.09112180108104","6.97126258995608","96.4342060744953","0.644810113666348","0.64627539310108","0.886935152977905","0.928140866908947","0.839153841817511","5.81952472245049"
"CNRM-ESM2-1","r2i1p1f2","TRUE","2266","4.64767301296576","6.26376810292265","95.0405424974301","0.676902381351102","0.666870434303399","1.07677599155655","0.854205833573556","0.770610395708227","6.39578235826652"
"CNRM-ESM2-1","r3i1p1f2","TRUE","2723","5.53074274601717","7.21085459386645","90.0134638244559","0.62576671790906","0.654655441114903","0.923769012575931","0.875867230022403","0.91362880693122","5.78803871028439"
"UKESM1-0-LL","r1i1p1f2","TRUE","3115","3.0292405033862","8.75438231511125","68.0805255672052","0.684167437213774","0.611430012285149","1.12791125611319","0.457699120285877","1.08794447097853","7.58778874968598"
"NESM3","r1i1p1f1","TRUE","2926","2.26156289423308","4.44686062579833","77.8671801737411","0.843560195967403","0.610467907346424","1.0162365065352","0.502869124323709","0.581476181527167","7.89054726176721"
"HadGEM3-GC31-LL","r1i1p1f3","TRUE","2347","2.60109661002018","7.80582489393946","62.2852984847245","0.645355877296147","0.644477577091194","1.16735173763209","0.41052666726529","1.05145042257283","7.47689157330905"
"NorESM2-MM","r1i1p1f1","TRUE","2471","1.40648668520761","4.19091878323879","127.381889442367","1.98530041225261","0.764506438523402","1.78404159361273","1.28539611674132","0.686419231625915","10.6649853614139"
"MIROC-ES2L","r1i1p1f2","TRUE","2375","2.03158383677206","6.06022671567192","138.429262926047","1.59484579499113","0.835912010057094","1.07437455600121","0.74210985089486","1.18201206911628","8.56831172502333"
"KIOST-ESM","r1i1p1f1","TRUE","2299","2.44605443423472","5.10348685734872","92.3027091330399","1.02918897414374","0.783912061757751","1.33753727684056","0.650396887608366","0.617884751180938","7.58692894067417"
"TaiESM1","r1i1p1f1","TRUE","3444","1.54803953913674","7.8545320777163","91.6626080524912","0.926509172978201","0.702165451082832","1.29434675868651","0.396115614989509","0.9576781362101","8.64664877197191"
"NorESM2-LM","r1i1p1f1","TRUE","2746","1.53111999575197","4.66587416507447","136.306696589037","1.60641961463878","0.779921086789463","2.26592851661163","1.26483561080202","0.756059713498215","10.3066568139762"
"GISS-E2-1-G","r102i1p1f1","TRUE","4337","2.69896683812711","4.93883395762096","143.838221867087","1.60146932123903","0.888668883244128","1.0118252824956","0.538774683495347","0.943198160421391","8.45659372992336"
"GISS-E2-1-G","r1i1p1f1","TRUE","2928","2.54868996099997","5.00359830052474","150.997653559063","1.48453137418185","0.844441059593269","1.11811607489099","0.501064559299331","0.809665373332959","8.26528971060436"
"GISS-E2-1-G","r1i1p3f1","TRUE","4064","2.20340179701732","4.91209342242304","156.023970303347","1.5395913123228","0.882038130318401","1.1123565979314","0.409647616252486","0.972100541668172","8.13320350155601"
"GISS-E2-1-G","r1i1p5f1","TRUE","3337","2.03373321531377","4.28798029398871","157.330534012817","1.59707448406425","0.838756491111269","0.959119898874856","0.41907040081767","0.990712107981655","8.23254849332477"
"EC-Earth3-Veg","r1i1p1f1","TRUE","5738","4.17293066849026","7.63747024340535","25.0026855907378","1.14716723469715","1.10170384105207","1.46430519093267","0.930864483557347","1.49322664103691","9.6518606094435"
"CESM2","r1i1p1f1","TRUE","2769","2.56580284678376","7.81184315013196","72.0969403149919","0.715681531629016","0.713568844018347","1.69743737294959","0.694962224870087","0.67704327829956","8.71363121067512"
"NorCPM1","r1i1p1f1","TRUE","2168","1.71682158898656","8.13975254899064","94.907989437837","1.20092126813413","0.875417923014733","1.41507893438615","0.49599763949754","0.676285348911261","7.9324538333123"
"ACCESS-ESM1-5","r1i1p1f1","TRUE","2313","2.57856158711489","6.64802975830604","82.7220894756695","0.799694060248431","0.746267795133516","1.46866280652221","0.636449257290496","0.87696681138572","6.94893158631285"
"ACCESS-CM2","r1i1p1f1","TRUE","2572","1.38399703745517","7.80115660678352","74.6543013818403","0.765690081885339","0.689711816377859","1.3004313599265","0.412789163068843","0.985193646399795","7.72983455951928"
"CIESM","r1i1p1f1","TRUE","2333","0.745920407284121","9.03126639114088","72.3227652776092","0.733073397962632","0.810651572478892","1.30650878703782","0.35353387841922","0.859110119015501","8.8430415248676"
"GISS-E2-1-H","r1i1p3f1","TRUE","4057","2.85000642245561","5.60293430282635","72.5062193741699","1.16659542083811","0.846493830867779","1.16924741114035","0.486815972832302","0.982568323628751","7.45295293661287"
"GISS-E2-1-H","r1i1p1f1","TRUE","4140","3.51783483944411","5.82119265710046","74.264672982231","1.2605501982396","0.815927304939265","1.20596896383914","0.64493409315086","0.984913765851326","7.99997168847443"
